Route,Booking Value Std,Booking Value Mean,Ride Distance Std,Ride Distance Mean,Driver Ratings Std,Driver Ratings Mean,Avg VTAT Std,Avg VTAT Mean,Avg CTAT Std,Avg CTAT Mean,Count
Khandsa <-> Malviya Nagar,340.41882322605426,516.5454545454545,12.586266751654426,21.272727272727273,0.3069444184751661,4.318181818181819,3.0184556283247383,9.672727272727274,8.609767660834624,30.80909090909091,11
Central Secretariat <-> Inderlok,315.90479578505926,462.6,9.965234768935451,25.886000000000003,0.2925747767665559,4.220000000000001,2.6843248685656507,9.879999999999999,5.709500853840028,25.04,5
Ghitorni Village <-> Khan Market,575.8981572292101,759.75,5.235635109516324,41.114999999999995,0.4949747468305834,4.1000000000000005,1.4866068747318506,5.0,7.290747561121562,31.7,4
AIIMS <-> Narsinghpur,319.7503490448223,475.0,15.037987951606194,24.39428571428571,0.18405855323893028,4.057142857142857,2.122955198658277,6.314285714285714,9.239047569960876,26.400000000000002,7
Punjabi Bagh <-> Vaishali,313.9014534037388,623.8571428571429,16.225659069661795,30.19142857142857,0.3194382824999701,4.228571428571429,2.8624949870734113,6.857142857142857,8.1839314937185,28.357142857142858,7
Cyber Hub <-> Mayur Vihar,351.09054591169416,586.0,13.697354280506667,24.060000000000002,0.4742340763627952,4.028571428571429,3.4741611819786584,8.185714285714285,10.466233363360791,34.371428571428574,7
Dwarka Sector 21 <-> Udyog Bhawan,101.19960474231112,247.8,7.662778608311739,12.242,0.1166190378969063,4.18,3.7776182972873267,6.16,10.032467293741854,30.360000000000003,5
Ghitorni Village <-> Malviya Nagar,360.33650253856933,558.2222222222222,11.154807743859557,15.824444444444445,0.4094561282819618,4.311111111111111,4.203467116853554,8.155555555555557,4.704082807703155,30.577777777777776,9
GTB Nagar <-> Madipur,314.76128520938954,491.0,11.13272565706869,22.35166666666667,0.3023059524536176,4.383333333333333,4.0363624988623386,10.266666666666667,3.889587238883953,29.366666666666664,6
Jama Masjid <-> Khan Market,395.8762383545519,490.4375,10.189881297609654,22.979374999999997,0.4065383591987354,4.18125,3.502761187620418,7.99375,8.261221062137244,32.18125,16
IGI Airport <-> Madipur,237.03310713390022,346.85714285714283,16.032946181700545,25.247142857142855,0.4375255094603874,4.1,2.48366089242703,8.8,6.569720274851579,32.38571428571428,7
Mansarovar Park <-> Punjabi Bagh,207.76149668832488,480.22222222222223,11.809179104032214,27.30666666666667,0.4139541335599368,4.044444444444444,3.255460749472803,9.144444444444444,6.751095018633443,28.12222222222222,9
Botanical Garden <-> Greater Noida,182.02124704275596,227.625,17.992477204028912,25.778749999999995,0.36379080527138125,4.2375,3.152950007532628,6.112499999999999,8.388599033807731,33.112500000000004,8
IMT Manesar <-> Tis Hazari,385.6212057002497,637.0,13.193381148229177,32.68714285714286,0.4589250972631146,4.228571428571429,2.261298164275358,10.228571428571428,5.157439643221178,28.82857142857143,7
Noida Sector 18 <-> Old Gurgaon,472.6497705019601,690.8333333333334,17.942205132034356,27.405,0.26601482832520623,4.341666666666667,3.4291540096971764,9.308333333333334,7.989311436051435,34.458333333333336,12
Anand Vihar <-> Kanhaiya Nagar,227.9676512139387,276.5,12.588208706464158,17.52375,0.41363480269435776,4.512499999999999,2.6210684844162317,10.9,6.487825136361183,32.224999999999994,8
Barakhamba Road <-> Okhla,165.37033270443496,420.2857142857143,14.478168223295405,21.591428571428573,0.3539860483818248,4.1571428571428575,3.546599406042184,7.314285714285715,9.623249907152479,34.18571428571429,7
Faridabad Sector 15 <-> Malviya Nagar,1069.7150029330242,1075.75,12.654869616080603,26.735,0.5522680508593631,3.5,2.470197360536198,8.924999999999999,5.941117319158073,27.275,4
Mundka <-> Preet Vihar,516.4029434462975,874.5,13.381080335215838,25.43125,0.39666579131556057,3.8625000000000003,3.3589432862136865,9.950000000000001,8.434814387406519,31.4125,8
DLF City Court <-> Nehru Place,223.56421896180078,515.2,17.111763906739714,27.895999999999997,0.36110940170535577,4.4399999999999995,3.1569605635801032,8.559999999999999,11.602861715973349,30.659999999999997,5
Shahdara <-> Tis Hazari,245.606392424953,348.5,10.073151738036113,25.921249999999997,0.33888604279314893,3.9625,3.146600347994642,9.812500000000002,6.778354796703991,23.4125,8
Malviya Nagar <-> Nirman Vihar,223.87471694876334,784.6666666666666,12.697466501454358,29.766666666666662,0.29860788111948194,4.25,4.109609335312651,9.366666666666665,8.337748830203243,28.08333333333333,6
New Delhi Railway Station <-> Noida Film City,384.51373187442863,501.7,14.955741405894928,19.743000000000002,0.3806573262134857,4.29,3.9963107987242434,8.65,8.51539781807051,29.4,10
Civil Lines Gurgaon <-> Mandi House,235.29130880676405,339.0,16.03693162671713,26.408000000000005,0.5043808085167398,4.16,2.8255972819918975,7.5,6.159740254263974,28.26,5
Janakpuri <-> Seelampur,1224.563278161738,833.3333333333334,17.452390237443122,29.575000000000006,0.38477987935383984,3.783333333333333,3.0965931099982913,9.766666666666666,7.000813444799745,26.016666666666666,6
Karkarduma <-> Vinobapuri,399.5165633299826,596.375,9.199915760483897,37.059999999999995,0.45207853300062817,4.425,3.1950890050200482,9.4125,10.80830120786796,27.025,8
Noida Extension <-> Sultanpur,359.63001821316305,494.0,13.947836693821015,15.91375,0.24968730444297735,4.1625000000000005,3.655112002387888,9.2375,8.263284758496466,30.925,8
Dilshad Garden <-> Nehru Place,86.03394678846252,193.4,15.148757572817646,33.05800000000001,0.18547236990991411,4.140000000000001,1.5755633912984903,5.5600000000000005,8.597999767387764,26.920000000000005,5
Aya Nagar <-> Karkarduma,286.35947688176833,474.5,17.19050664611139,25.0325,0.30310889132455354,4.275,2.012461179749811,8.0,8.631338250816036,31.0,8
Hauz Rani <-> MG Road,432.87274111452206,598.3,12.067448611864895,27.718,0.21563858652847828,4.449999999999999,3.207117085483472,6.5200000000000005,9.090792044701056,32.650000000000006,10
Jasola <-> Palam Vihar,246.77743422123572,460.42857142857144,11.59214741247941,31.344285714285714,0.33986792152486633,4.185714285714285,3.7039967382186902,10.142857142857142,8.618418814210811,31.000000000000004,7
Kashmere Gate <-> RK Puram,132.47735655575258,670.5,11.527094983125625,22.8175,0.3807886552931955,4.4,4.565358693465388,6.35,6.073868207328834,29.825000000000003,4
Madipur <-> Punjabi Bagh,141.98409902168623,370.625,13.253014751368836,19.855,0.416645832812474,4.3125,4.315017381193266,8.775,9.555070643380926,29.025000000000002,8
Mayur Vihar <-> Palam Vihar,209.69974815197085,305.625,9.659971532049148,28.485,0.5266343608235226,4.2625,4.440140059727846,9.0375,8.067488766648516,28.525000000000002,8
Akshardham <-> Tughlakabad,146.6750944548301,496.5,16.764448163367092,28.963333333333335,0.4027681991198191,3.933333333333333,2.874456470360962,7.850000000000001,4.898440795010411,30.083333333333332,6
Cyber Hub <-> Yamuna Bank,214.0553374714118,499.25,11.442116281527644,23.17,0.3112474899497183,4.324999999999999,4.857404142131886,7.375000000000001,7.091092563914252,29.587500000000002,8
Mehrauli <-> Vidhan Sabha,287.329949709389,480.0,12.297434437719113,19.6075,0.6077622890571609,3.975,3.0405334647064817,8.262500000000001,8.491024673147523,24.75,8
Anand Vihar <-> Saket,420.4816992153166,465.125,10.482629008865096,25.41875,0.3515590277606309,4.4125,3.3830459648074545,9.850000000000001,8.033951393928145,28.025000000000002,8
New Delhi Railway Station <-> Uttam Nagar,317.64475046819206,464.75,7.984082210874335,20.6325,0.4031128874149275,3.9499999999999997,1.7007351351694948,5.65,10.003124511871277,28.15,4
Model Town <-> Mundka,194.76858062839602,326.0,12.46290399545788,31.752000000000002,0.34985711369071815,4.359999999999999,3.1266595593380484,7.1,6.648488550039023,29.339999999999996,5
Ghitorni <-> Pitampura,212.0676634415323,422.14285714285717,15.640830658039535,24.66857142857143,0.5111012519999518,4.114285714285715,2.6733759136175004,7.485714285714286,10.45054436625291,30.95714285714286,7
Netaji Subhash Place <-> Okhla,279.9481874460361,512.8888888888889,13.846576793160427,23.046666666666667,0.5390893098092534,4.222222222222222,2.365231698513768,8.68888888888889,7.265562267418014,33.02222222222221,9
DLF City Court <-> Udyog Vihar Phase 4,286.5637196717316,564.1111111111111,14.144626602650035,27.33777777777778,0.3725123247608935,4.211111111111111,3.2822756333576457,7.966666666666667,7.1853245500039105,23.8,9
Rajiv Nagar <-> Ramesh Nagar,404.3324552580463,553.375,11.754708631012509,22.765,0.41212103804586353,4.1375,4.335734511014253,8.312500000000002,7.933946054769971,32.1,8
New Delhi Railway Station <-> Sohna Road,231.20259514114454,614.4,13.06871837633668,25.4,0.6368673331236262,4.12,3.4091641204260026,7.360000000000001,7.001828332657122,33.67999999999999,5
Chirag Delhi <-> Lajpat Nagar,407.1576271339312,529.0,12.721848223517767,20.463333333333335,0.28528737947706156,4.383333333333334,3.647221164423981,9.833333333333334,9.402201278896815,28.616666666666664,6
Karol Bagh <-> Moolchand,395.7138328388332,553.25,14.265761404057619,27.213750000000005,0.3960744879438716,4.175,3.392431834245163,8.8875,7.671212420471749,27.65,8
Uttam Nagar <-> Vaishali,171.0,537.0,3.7399999999999993,14.3,0.25,4.35,2.6,5.800000000000001,7.550000000000001,23.75,2
IFFCO Chowk <-> INA Market,297.7637486330396,550.5,6.984723956607018,21.4775,0.1639359631075498,4.325,2.566490794840301,11.225,9.145046473364694,29.475,4
IIT Delhi <-> Mansarovar Park,381.8859995688067,519.5,13.948454812869656,26.865,0.4349329450233297,4.249999999999999,3.2763885945080173,7.916666666666667,9.291154694415305,28.63333333333333,6
Munirka <-> Saidulajab,0.0,696.0,0.0,30.9,0.0,4.7,0.0,10.9,0.0,43.6,1
IGNOU Road <-> Tis Hazari,527.0237428334743,636.2142857142857,15.13711939813746,28.65142857142857,0.43260011227790635,4.1,3.4042890114485562,6.528571428571428,6.30172069148335,28.278571428571432,14
Meerut <-> Udyog Bhawan,169.7576904572743,394.42857142857144,12.8029770134982,22.337142857142858,0.44629998148038036,3.9285714285714284,2.8519238046895823,10.628571428571428,11.448250913549712,30.242857142857144,7
Punjabi Bagh <-> Saket A Block,420.6978329712035,760.6666666666666,12.919176960369159,21.619999999999997,0.33993463423951903,4.133333333333334,3.3465663257792317,7.622222222222224,9.441162828569135,25.599999999999998,9
Akshardham <-> Mayur Vihar,230.0418100585196,679.375,16.43022514871601,31.15625,0.30413812651491096,4.500000000000001,3.5489435047630726,8.15,10.090806459347041,24.975,8
Ashram <-> IMT Manesar,372.6642814473459,647.3333333333334,14.350125822135189,31.869999999999997,0.3231786571610885,4.2666666666666675,3.874704289792104,7.433333333333334,8.395383799195988,30.744444444444444,9
Azadpur <-> Khan Market,467.0982940736678,544.4285714285714,14.758860500231924,21.62285714285714,0.18516401995451026,4.3999999999999995,4.049590556274719,6.828571428571429,10.671858855352776,27.699999999999996,7
Cyber Hub <-> Old Gurgaon,262.8470193012573,536.3333333333334,16.97854798463834,23.674999999999997,0.24776781245530838,4.4833333333333325,3.536476589299959,6.300000000000001,6.053832578531463,34.166666666666664,6
Greater Noida <-> Sikanderpur,483.1756880909161,605.8461538461538,14.889314384491875,26.713076923076922,0.5308249692026498,4.223076923076923,3.8481533264240704,7.5307692307692315,6.793818979878766,33.730769230769226,13
IGNOU Road <-> Mayur Vihar,227.46802518010932,589.5454545454545,6.341275258244704,12.01909090909091,0.4260136186858175,4.081818181818182,3.9321728689204876,8.072727272727272,6.999752061724746,28.472727272727273,11
Rohini West <-> Yamuna Bank,531.4131334163156,706.7142857142857,10.111849383727177,29.858571428571427,0.19794866372215744,4.228571428571429,2.625386268956339,11.014285714285716,8.399781338261864,31.97142857142857,7
Bahadurgarh <-> Mandi House,618.7831284060676,708.2,11.779379610149254,27.926,0.23151673805580456,4.08,3.269250678672408,8.5,2.932302849297801,39.339999999999996,5
Aya Nagar <-> Chandni Chowk,325.46226739823464,433.75,13.813312419546588,28.645,0.34550687402713126,4.175,3.2735445239067698,9.2125,8.428439579779877,30.287500000000005,8
Saket A Block <-> Shastri Nagar,174.65628052415008,379.57142857142856,6.6776486757491735,34.76714285714285,0.3719776161797582,3.9857142857142853,4.047725488796524,7.585714285714286,5.455758986836661,28.957142857142856,7
Shastri Park <-> Vinobapuri,299.5833320455365,355.22222222222223,15.463197966721655,25.975555555555555,0.3754832277492402,4.288888888888888,3.8681031814343094,9.100000000000001,7.97344357659448,28.755555555555556,9
Kashmere Gate ISBT <-> New Colony,286.82742585433186,353.8333333333333,10.551862756825871,22.610833333333332,0.3681787005729088,4.166666666666667,3.6437922858228653,8.366666666666665,6.935516483210813,29.383333333333336,12
Botanical Garden <-> Rohini,206.70434804328622,426.25,13.448002581703351,28.926250000000003,0.23946555075835022,4.3374999999999995,3.2744990074819076,10.162500000000001,5.992065065567963,26.762499999999996,8
Faridabad Sector 15 <-> Vinobapuri,126.82106817612495,223.5,4.040608108798587,41.97833333333333,0.3730504880933231,4.3500000000000005,3.081666215972565,6.7,9.56172927177227,30.299999999999997,6
Chanakyapuri <-> Malviya Nagar,460.54927277443534,634.2857142857143,9.678267259321636,36.65,0.3270149469217027,4.314285714285715,4.228426638447768,9.342857142857143,10.069574297387764,29.328571428571426,7
